Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,12/16/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Djibouti,DJI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.00093612,35.98853569,36.12052167,36.33752956,36.55215399,36.67569041,36.86811494,36.96312255,37.02575048,37.17706315,37.45509641,37.71459486,38.096911,38.49508922,38.76438186,38.8534708,38.93568386,38.85834906,38.75211293,38.71802853,38.81527375,38.84809174,38.96288152,39.12569643,39.31600504,39.51351703,39.5238692,39.63450875,39.7913921,39.79875438,39.79276324
Dominica,DMA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.30538492,46.65380337,46.86408873,46.84930175,45.77553018,45.20730596,45.36863936,45.47430471,46.25003734,46.1888469,46.51241496,46.57145299,46.44125436,46.31337939,46.53583258,46.72051549,46.92252819,46.94524458,46.94665133,47.09858934,47.13100794,47.27576351,47.41085592,47.59844291,47.28393588,47.0689454,47.3798238,47.37392651,47.35739808,47.37171483,47.37382827
Dominican Republic,DOM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.26928512,30.18566732,30.98857709,31.46910096,31.54643559,31.90844366,32.30305336,32.96189674,33.44418957,33.8499284,34.12960965,33.98917201,35.01997451,34.62898861,34.19974625,34.94538795,35.39852176,35.04694876,36.3011455,35.1321934,36.63072288,37.6359217,38.00334253,38.19952377,38.5011909,39.16593505,39.56760878,39.76086481,40.2008639,40.32131673,40.44172012
Algeria,DZA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.07566099,13.01007156,13.01512541,12.96176053,12.94165378,13.02531647,13.09893544,13.14108185,13.22367874,13.34820292,13.51781605,13.73291886,13.99081897,14.28612143,14.61722275,14.98055073,15.37334266,15.80310059,16.26682147,16.76496662,16.87925962,17.83118811,18.82726644,19.21759662,18.37098547,18.21054831,18.03715388,17.80693442,17.56835917,17.62688592,17.67155914
East Asia & Pacific (excluding high income),EAP,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.25208133,44.31156933,44.36632199,44.34474944,44.3200056,44.31848513,44.33196753,44.33180341,44.30635509,44.30114618,44.33124695,44.16644935,44.01786827,43.96300597,43.79981141,43.72299505,43.61317639,43.68301078,43.61469157,43.5446756,43.47762277,43.47719584,43.4540111,43.40961432,43.39967372,43.38211665,43.35377357,43.30331904,43.30959761,43.23804074,43.16715268
Early-demographic dividend,EAR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.89664624,29.07804957,29.27201792,29.33365476,29.55605866,29.63452824,29.73808457,29.89451342,30.01450858,30.14836339,30.19840681,30.24367524,30.25160459,30.39886727,30.46339653,30.59299809,30.40888761,30.41602086,30.1969556,30.10531363,29.97213201,29.7312515,29.5413491,29.52066628,29.51323319,29.60366764,29.667396,29.72803326,29.81740564,29.81833096,29.81501042
East Asia & Pacific,EAS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7662912,43.8289882,43.87383812,43.85170214,43.84661011,43.85615792,43.88733379,43.91304792,43.88100642,43.89111983,43.94036214,43.82215412,43.69772332,43.66623146,43.54253745,43.49587943,43.41691376,43.48611236,43.44199215,43.39680201,43.34785305,43.35628482,43.35096684,43.34058521,43.35391743,43.35848153,43.35653518,43.34023355,43.37859532,43.32029176,43.26183888
Europe & Central Asia (excluding high income),ECA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.2992548,45.23817837,45.02900674,44.55855082,44.71029267,44.68322225,44.62237817,44.51426946,44.49969685,44.8249554,44.68811032,44.76888497,45.10800475,45.05601965,44.75581712,44.65112874,44.77353149,44.72108934,44.55241666,44.66494409,44.61195314,44.62190618,44.58034615,44.5472206,44.38795806,44.36543719,44.32587838,44.2733506,44.26610816,44.17556337,44.09683931
Europe & Central Asia,ECS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.23423536,43.42228289,43.46368147,43.34637115,43.53984082,43.61733868,43.67461376,43.71584269,43.80818455,44.11432411,44.15870076,44.24539307,44.48441035,44.55980215,44.5260979,44.54562809,44.69984744,44.73530576,44.75302237,44.94805576,45.00781302,45.11226796,45.18135548,45.24969884,45.2359927,45.23456765,45.259728,45.2663116,45.27703941,45.25567739,45.23728403
Ecuador,ECU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.77286143,36.9614341,37.08108091,37.19853335,37.39090138,37.51242972,37.61703482,37.85314411,38.74245526,38.52735006,38.31330187,38.09917352,37.8863216,37.67759325,39.17990561,38.81764161,38.96494217,39.01963515,39.10532225,39.04534505,38.59946087,38.40186606,38.99691331,38.70426047,38.09375078,39.50148542,41.02569969,41.23181003,40.82587518,40.89170757,40.96607154
"Egypt, Arab Rep.",EGY,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.04650917,22.98994064,23.10423879,23.18437339,23.55206801,22.69382481,22.13135831,21.59589645,21.08020752,21.49434604,21.6723242,22.09619265,20.94985127,21.16807521,21.42625021,21.73621025,22.11351288,23.6364913,22.38050032,23.27715308,22.97609206,22.47763513,22.75217698,23.40467213,23.71664145,23.40093546,23.84377081,23.49454978,23.50198547,23.61102403,23.72387966
Euro area,EMU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.89432467,40.50476995,40.75739283,40.92755375,41.28490214,41.57142139,41.79465553,41.985589,42.17869772,42.52601445,42.7306146,42.82446972,43.12720239,43.45770923,43.68563612,43.87069589,44.15410928,44.36868996,44.6082713,44.92248029,45.1400449,45.36230064,45.57741307,45.77200227,45.88539044,45.93653591,46.04706298,46.07000919,46.07871675,46.11062591,46.13942916
Eritrea,ERI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.13000527,44.96484986,44.82472745,44.73992329,44.69740169,44.65262402,44.82268784,45.00519596,45.17820965,45.33880773,45.46633984,45.89196185,46.26152573,46.58327326,46.89910102,47.19675031,47.16331138,47.13154388,47.05164296,46.98901999,46.90127939,46.69992277,,,,,,,,,
Spain,ESP,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8231848,35.05301855,35.79267513,36.29667825,37.25193267,37.82525034,38.09321768,38.49452961,38.57057345,38.83166725,39.44037058,38.81350953,39.96658092,40.43599335,41.00730094,41.39399979,42.00544151,42.4468574,43.0714538,43.90762555,44.43410403,45.01122005,45.53192494,45.86050858,46.03428937,46.16485347,46.34544507,46.2804777,46.20716628,46.25943395,46.30897343
Estonia,EST,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.16826241,47.24727976,47.37400523,47.51249322,47.64060498,47.77725405,48.04266565,48.33202484,47.79548726,47.93731651,48.55417129,48.68471792,48.74853744,48.35235848,49.13544244,49.64397126,49.14143315,48.52632416,48.62112795,48.84171562,49.35786282,49.27650022,49.02154972,48.96752909,48.36986913,48.71511995,48.3898249,48.26669357,48.27688803,48.12057936,47.97602206
Ethiopia,ETH,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.08169249,43.04885084,43.0465733,43.08603661,43.12777618,43.47255492,43.76859467,44.05500641,44.33088399,44.59457459,44.84434739,45.09145984,45.32233162,45.54094355,45.75204282,45.95698623,45.97841465,46.00050011,46.01690606,46.02418869,46.02151667,46.0067558,45.9873822,45.96623486,46.06582942,46.17246395,46.27050358,46.37863916,46.48751698,46.5174461,46.54585431
European Union,EUU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.55957871,41.97949866,42.17876433,42.28924132,42.52901099,42.68049545,42.78836153,42.92436397,43.08415958,43.3720436,43.55232872,43.64378281,43.78733537,43.99929888,44.13903933,44.24740927,44.45184477,44.57560018,44.72240568,44.97392184,45.14588479,45.33792888,45.51158241,45.65044273,45.72787895,45.74019097,45.809012,45.83351515,45.84566563,45.87305015,45.89800545
Fragile and conflict affected situations,FCS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.88804809,41.86317007,41.82566635,41.76723208,41.72949758,41.74449674,41.70790929,41.68906133,41.67496877,41.70834874,41.74999099,41.69979986,41.64310513,41.58363879,41.5631143,41.52761961,41.42622518,41.36795436,41.30118311,41.23072595,41.12698047,41.05261259,40.87247892,40.76765504,40.72626047,40.72594578,40.68807648,40.60289796,40.64470215,40.61095372,40.5706952
Finland,FIN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.12732987,47.11743847,47.02580219,46.93282579,46.90648561,47.46411564,47.86063975,47.29567656,47.36320455,47.74427154,47.57642304,47.68436353,47.85582888,47.75942577,47.91932458,48.11212016,48.13724908,48.20965565,47.98673184,48.45312949,48.0531318,47.85597514,48.0684895,48.1486532,48.26672967,48.28809886,48.04460089,47.96380675,48.01317079,47.99873389,47.9690855
Fiji,FJI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.98671653,32.97614086,32.93149084,32.91214977,32.88672308,32.87273025,32.86796847,32.58434125,32.3058927,32.02217555,31.73062926,31.41610188,31.10590876,30.80116007,30.50922094,30.22843857,31.10181144,31.96222046,32.81601268,33.66804861,34.51910619,35.36610217,35.06017792,34.79167626,34.54924108,33.69196539,32.83369343,32.87393097,32.90881715,33.07454786,33.30975762
France,FRA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.31943138,43.7789552,44.03237576,44.45592418,44.70354268,45.01659854,45.10247047,45.03823385,45.30532943,45.47346349,45.60411937,45.62301458,45.66869068,46.29967586,46.28030075,46.60178622,46.74524203,46.97752951,47.07798009,47.20830875,47.25697282,47.3541527,47.36746443,47.55898255,47.69444315,47.72074496,47.82806742,47.77870462,47.95413569,48.04623656,48.12861578
Faroe Islands,FRO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.10779962,39.94621134,39.72389362,39.61624268,39.54612939,39.53093227,39.48455525,39.49766378,39.52455533,39.45699876,39.49337145,39.61817037,39.73994379,39.88470791,39.99582354,40.09024575,40.13758897,40.2182776,40.17288961,40.12788668,40.11955791,40.22501428,40.3062576,40.36865388,40.40176845,40.42747717,40.26096473,40.11357686,40.00688964,40.1744505,40.3194248
United Kingdom,GBR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.18587278,43.31529075,43.64068947,44.06507207,44.19708962,44.29090147,44.5833114,44.80857898,44.92262544,45.10596781,45.21829349,45.35436904,45.5909917,45.4064552,45.6500597,45.67948388,45.72823815,45.64893427,45.68486593,45.95348407,46.02755442,46.11456473,46.11795226,46.2731773,46.41287633,46.46020432,46.53285632,46.75941705,46.81191683,46.82883053,46.84252829
Georgia,GEO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.34217337,47.62838988,47.98557347,48.39496626,48.83343743,48.62691368,48.14512989,47.72556147,47.57001713,47.44174947,46.48350222,47.17750956,46.68037292,46.91971855,46.98692714,46.70027912,46.24074723,45.83989054,45.48464692,45.16133158,45.50915351,45.45534873,45.19604781,44.73843361,45.03260295,45.49480088,44.82548535,44.85329859,44.89551127,44.89488226,44.8878506
Ghana,GHA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.26457739,48.28287986,48.30989973,48.34894122,48.3878477,48.43363119,48.46504108,48.49756309,48.53904328,48.59716465,48.67199922,48.60367309,48.53196878,48.46064394,48.38606572,48.30934135,48.22578614,48.03500903,47.83550531,47.6281558,47.41658449,47.20527451,46.98892389,46.76814333,46.54229001,46.31137334,46.36664535,46.46117016,46.55412506,46.49618609,46.43977764
Gibraltar,GIB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.97825652,52.80283748,52.71810907,52.71749578,52.75791968,52.83966814,52.85076803,52.91909254,53.01678779,53.15118871,53.30657379,53.32803853,53.40031079,53.47851964,53.59730464,53.74430694,53.78181111,53.88428463,53.98046327,54.04457101,54.16101053,54.21553927,54.27733116,54.32514817,54.3608988,54.38248162,54.43400384,54.49756605,54.51579597,54.3102812,54.0989103
"Gambia, The",GMB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.08440183,39.80180349,39.55055292,39.32875704,39.48238979,39.66049945,39.89530973,40.16266543,40.44959305,40.74000066,41.02453872,41.28873115,41.54761083,41.79758348,42.03868665,42.27255326,42.4743431,42.67067749,42.85972702,43.04141746,43.21560113,43.37387144,43.52858226,43.62927956,43.70152577,43.81316828,43.82492689,43.87950033,43.96448415,44.01647371,44.08035963
Guinea-Bissau,GNB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.03059922,47.00194217,46.97566797,46.97113098,47.00388807,47.07944035,47.08652243,47.13848921,47.15859215,47.2534901,47.36414887,47.44669085,47.54589628,47.66347269,47.7890093,47.91001556,47.95745273,47.99161731,48.01052617,48.01904088,48.02330783,47.99313215,47.95421342,47.92830095,47.89774484,47.87607565,47.83426036,47.79961463,47.7730007,47.73789098,47.73779273
Equatorial Guinea,GNQ,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9390671,42.71155535,42.37398927,41.99546371,41.66113321,41.40848371,41.27360622,41.16145328,41.02584036,40.8343956,40.59022897,40.39699643,40.18973899,39.9246351,39.59282752,39.21370009,38.99174233,38.73031707,38.4162903,38.08055843,37.75972731,37.58282251,37.43184345,37.26928325,37.09729876,36.93928039,36.87179389,36.83469065,36.78589131,36.69800974,36.61098923
Greece,GRC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.75718728,34.74234277,35.52958972,35.67623455,35.91408997,36.28451363,37.06126466,37.25984548,38.11655436,38.78267651,38.75913495,38.57197545,39.04388509,39.42577619,40.16091573,40.42177265,40.7066107,40.87490465,41.03720159,41.79809131,42.32770032,42.64927797,43.1191551,43.16984626,43.57196241,44.08164982,44.22281649,44.02008298,43.72980214,43.78430524,43.82420844
Grenada,GRD,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.47756466,31.73317147,32.09902666,32.39409468,32.7217093,33.15801625,33.33577442,33.67607039,34.08494294,34.3713231,34.60242145,34.6594999,34.82154572,34.84298819,34.93448249,34.86343251,34.78355093,34.69642396,34.59035793,34.46979798,34.35757775,34.24505619,36.29966874,34.48663978,34.31798413,33.00095705,33.97849803,33.04345137,33.12361912,33.08303465,33.04563554
Guam,GUM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.36485248,37.55008672,37.8596898,38.23329918,38.64014446,39.02651021,39.37037293,39.72023378,40.05886023,40.33973412,40.56486944,40.64752014,40.67422852,40.66699194,40.6524946,40.65715714,40.6364508,40.65593978,40.67852007,40.67951054,40.67420397,40.68948554,40.67857834,40.65021845,40.62224381,40.61808751,40.60311652,40.5649774,40.54548376,40.52920021,40.19368706
Guyana,GUY,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.83209074,32.4103161,33.06066282,33.69692959,33.53245953,33.3190508,32.93671347,32.51010549,32.05946155,31.6144753,31.19161043,30.89364206,30.58592759,31.0616694,31.56682028,32.1072917,32.7112484,33.39001132,34.09855631,34.78627961,35.42888332,36.0343296,36.55608808,37.02560512,37.48591898,37.96440099,38.47720187,39.00771867,39.10367054,39.19186246,39.35100047
High income,HIC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4458288,41.66400547,41.81927188,41.90524012,42.16682998,42.25123305,42.38646884,42.5716443,42.63985514,42.81897742,42.92893391,43.02993775,43.11982348,43.26439548,43.33326633,43.40399876,43.47584948,43.4812045,43.55828179,43.69305741,43.71783412,43.74888178,43.7739272,43.8519191,43.92908787,43.92950124,44.01493444,44.11894886,44.18879717,44.17568125,44.16305579
"Hong Kong SAR, China",HKG,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.89423737,37.53748522,37.24050635,37.18880669,37.75888077,38.38847428,38.90749462,39.42257316,40.10307069,40.8385101,41.57989039,42.38937156,43.43121771,43.69612987,44.14711934,44.66983061,45.19763036,45.78927405,46.34690588,46.76591034,46.6975652,47.37763388,47.66842385,48.06213051,48.37884912,48.61241748,48.78677241,49.06098588,49.25545095,49.40402064,49.54136801
Honduras,HND,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.85600071,34.30623631,34.65013311,35.03628341,34.84566952,35.20288854,35.15290404,35.35047595,35.45461674,35.16178999,34.69424245,34.25800993,34.25151831,34.26127601,34.28768932,34.3279652,32.86299215,32.76212567,33.92215526,34.49837459,35.14650877,33.94779863,33.47653328,34.82787996,36.14949094,36.76167361,36.8322831,36.04345682,38.15475418,38.21097385,38.25979828
Heavily indebted poor countries (HIPC),HPC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5274092,44.48948005,44.45976807,44.45427039,44.46076028,44.54657654,44.61055984,44.67877666,44.75452106,44.83340024,44.90384957,44.94046257,44.99240555,45.04227977,45.09098542,45.14792629,45.13937465,45.12772012,45.12275576,45.10359775,45.06297538,44.99916458,44.93268796,44.93634997,44.97263499,45.0123243,45.13121707,45.22906337,45.3543439,45.34415787,45.33292069
Croatia,HRV,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.69976446,42.6092644,42.76543105,42.93227675,43.10137368,43.26978189,43.48110003,43.70492676,43.93458769,44.15484075,44.3537266,44.53325034,44.85311472,44.7448351,45.04160309,45.45282199,45.88428262,44.76221212,45.14743999,46.08404585,45.96491045,45.08109941,45.41412941,45.93427228,46.44853298,46.49237921,46.29814366,46.16831964,46.46047038,46.50738643,46.5671652
Haiti,HTI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.21175842,44.4798779,44.76277369,45.05776346,45.35702829,45.65846644,45.91861124,46.18125392,46.44584538,46.71607461,46.99085842,47.06653771,47.14120015,47.21673769,47.29368085,47.37274704,47.38003627,47.45569644,47.34496836,47.40825971,46.84352347,47.08085681,47.14182215,47.30563184,47.37969915,47.35449424,47.32851852,47.29983645,47.30203612,47.33167329,47.3620889
Hungary,HUN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.49266159,45.43348369,45.44867561,45.2568161,44.85527755,43.51440507,43.69815278,43.42680067,44.3227572,44.536421,44.60371929,44.5768099,44.86463485,45.17803365,45.28360258,45.56924495,45.50174775,45.35115637,45.45445793,45.58627765,46.14623913,46.03065753,46.20555646,45.868152,45.85732985,45.79647618,45.67362174,45.52796155,45.45599981,45.53041554,45.60248017
IBRD only,IBD,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.42094495,38.43861734,38.48740635,38.46568008,38.52549128,38.56166038,38.55734848,38.5667136,38.56731461,38.60519367,38.63044764,38.57660628,38.54280537,38.54721901,38.49170872,38.47692907,38.29983958,38.21698426,37.99955546,37.87505115,37.65218107,37.46775296,37.31932569,37.25030175,37.159027,37.12515009,37.09501202,37.05029343,37.03963887,36.92503921,36.810644
IDA & IBRD total,IBT,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.43199679,38.44388939,38.48494676,38.48159485,38.5383112,38.56194124,38.57576212,38.60498419,38.62268188,38.67188289,38.70857951,38.66884619,38.64696431,38.6608143,38.62511393,38.63064469,38.50260728,38.44931381,38.29711152,38.22538617,38.08092598,37.95788166,37.8435738,37.80075011,37.76697288,37.77824812,37.77388078,37.77382279,37.78654672,37.71802976,37.65031666
IDA total,IDA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.48815825,38.47042362,38.4726696,38.56029121,38.60101732,38.56330053,38.66390127,38.78592128,38.88127106,38.98013628,39.06526295,39.08432705,39.11087703,39.16100477,39.20691708,39.29416188,39.36584451,39.42549607,39.52774489,39.651077,39.79256831,39.88271118,39.87946123,39.91081774,40.05978723,40.19381369,40.24148474,40.34534399,40.3897025,40.42470948,40.45689708
IDA blend,IDB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.72485561,34.7481663,34.83468064,35.14574797,35.26675044,34.94501456,35.18163337,35.43908549,35.54574028,35.56943328,35.64416397,35.58682794,35.59949505,35.71685173,35.84239193,36.0214628,36.28977908,36.37390336,36.48718224,36.69144409,36.89965782,37.02804752,36.83582983,36.67036024,36.77704308,36.81248604,36.57445828,36.41470582,36.28094147,36.31269362,36.34731203
Indonesia,IDN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.30262435,36.35805527,37.41180578,37.48581456,37.56005506,37.62382904,37.66669571,37.69931469,37.81169304,37.96696672,38.18563007,37.29791455,36.35286518,36.52226009,35.93776479,35.72167767,35.62054056,37.43596319,37.79800085,37.88090102,38.14738886,38.00105419,38.10091799,37.8988786,37.91805811,38.06318895,38.34709422,38.80014847,39.21858198,39.28375954,39.34304731
IDA only,IDX,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1438875,40.1038298,40.0658168,40.04832589,40.05512541,40.12691295,40.17450136,40.24476799,40.33463802,40.46845713,40.56288816,40.61065902,40.63976227,40.66421161,40.67938169,40.72124816,40.71045062,40.76729799,40.87017745,40.96776947,41.08788574,41.16906765,41.24430247,41.35468208,41.52266869,41.7086437,41.87729935,42.08536639,42.20183737,42.23519889,42.26255318
Isle of Man,IMN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.01471067,25.05749099,25.12714787,25.22660418,25.36187946,25.39639184,25.43207101,25.46711014,25.50062713,25.53434901,25.56658619,25.73888889,25.91248598,26.08707083,26.26001804,26.43077547,25.72775261,25.02714422,24.32973881,23.64053082,22.95814422,22.05601323,21.17417369,20.97484401,20.79236147,20.62425567,20.47406872,20.33572728,20.21018509,20.07626689,19.94123688
Not classified,INX,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.7019541,35.10591763,35.90029418,37.0026527,37.48869616,37.87039852,38.6514522,39.13241678,39.76360797,40.38761864,40.65277516,40.78626064,41.4716665,41.64350092,41.58142399,42.25765111,42.4360623,43.24280315,43.59715649,44.32743084,44.79504812,45.07901899,45.1960697,45.42770164,45.30723712,45.18661982,45.50780047,45.675758,45.8005597,45.8308092,45.87899794
